,Name,Address,Tel,Email,Contact Persons,Products
346,ADAL HANDICRAFTS CORPORATION,"61-F-11, LAKRI WALAN, MUGHALPURA IST
MORADABAD, UTTAR PRADESH",,info@adalhandicrafts.com,ARIFA RAFIQUE,"ALUMINIUM ARTWARES,BRASS ARTWARES,IRON ARTWARES,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,IRON ARTWARES,WOODEN ARTWARES,"
347,ADAM ENTERPRISES (INDIA) PVT. LTD.,"D-219 DEFENCE COLONY,
NEW DELHI, DELHI","11-24699271,11-41552410",natasha@adamindia.com,NATASHA GUPTA,"HANDICRAFTS,JEWELLERY-FASHION,"
348,ADAM ENTERPRIZE,"D-219,DEFENCE COLONY
NEW DELHI, DELHI","11-23273422,11-23287285",mickey@adamindia.com,MUNISH GUPTA,"HANDICRAFTS,JEWELLERY-COSTUME,"
349,ADAMS INTERNATIONAL,"I-56, LAJPAT NAGAR-II,
NEW DELHI, DELHI",11-29814256,moadams37@yahoo.com,MOHAN SINGH,"HANDICRAFTS,"
350,ADARSH ART,"PLOT NO 7, GALI NO 10, BASNI 2ND PHASE
JODHPUR, RAJASTHAN",,originadarshart@gmail.com,ABID ALI,"IRON CRAFTS,WOOD CRAFTS,WOODEN & HANDICRAFT PRODUCT"
351,ADARSH EXPORTS,"75-A/2, S. S. MITTAL MARG CIVIL LINES
MORADABAD, UTTAR PRADESH","591-2427353,591-2490132,591-2417309",info@adarshexports.com,ASHOK KUMAR MITTAL,"ALUMINIUM WARES,BRASSWARE,HANDICRAFTS,STAINLESS STEEL TABLEWARE,"
352,ADARSH UDYOG,"13/1, MAHENDRA ROY LANE,
KOLKATA, WEST BENGAL","33-40610275,33-22850069","bs@mapleexports.net,finance@mapleexports.net",LALIT KUMAR BHALOTIA,"BAGS(COTTON),HANDICRAFTS,INDIA ITEMS,JUTE PRODUCTS,PURSES,"
353,ADBHUT GLASS INDUSTRIES,"JANKAR COMPOUND , AGRA ROAD ,
FIROZABAD, UTTAR PRADESH",5612-231764,"adbhutglass007@gmail.com,jankarglass@rediffma",VANDANA JAIN,"DECORATIVE OBJECTS,GLASS - DECORATIVE,GLASSWARE,NOVELTIES,"
354,ADBHUTAM CRAFTS,"H.NO.108,SECRTOR 11B, AVAS VIKAS COLONEY,SIKENDRA
AGRA, UTTAR PRADESH",0562-3262631,adbhutamcrafts@yahoo.com,DEEPAK JAGTIANI,"GLASS-DECORATIVE,GLASSWARE,GLASS-DECORATIVE,GLASSWARE,GLASS-DECORATIVE,GLASSWARE,GLASS-DECORATIVE,GLASSWARE,"
355,ADEENA IMPEX,"C-131, BASEMENT, LAJPAT NAGAR-II
NEW DELHI, DELHI",011-41716061,javid@javidtradingspvtltd.com,JAVID HUSSAIN BHAT,"HANDICRAFTS,HANDICRAFTS ITEMS,HANDMADE PAPER & PRODUCTS,PASHMINA SHAWLS & STOLES,PASHMINA SHAWLS & STOLES,SCARVES, SHAWLS OF SILK,SCARVES.SHAWLS/MUFFLERS/STOLES,SCARVES/SHAWLS/MUFFLERS,SCARVES/SHAWLS/PAREUS/GLOVES,SCARVES/SHAWLS/STOLES/MUFFLERS,SHAWLS - HANDWOVEN/PASHMINA,HANDICRAFT ITEMS"
356,ADEESH OVERSEAS,"294-R, MODEL TOWN,
PANIPAT, HARYANA","180-2653448,180-4010645",sarveshbathla@hotmail.com,SARVESH BATHLA,"HANDICRAFTS,"
357,ADESHWAR PROPERTIES PVT. LTD.,"OLD POLICE LINE, RAI KA BAGH
JODHPUR, RAJASTHAN",0291-2510605,info@bhandariexports.com,SURENDRA BHANDARI,"HANDICRAFTS,IRON CRAFTS,WOODEN ARTWARES,"
358,ADHARV INTERNATIONAL,"A-12, GANDHI NAGAR
MORADABAD, UTTAR PRADESH",591-2495845,adharvintl@gmail.com,RIYA KAPOOR,"METALWARE,"
359,ADHYA DESIGN PRIVATE LIMITED,"I-10, DLF INDUSTRIAL ESTATE, PHASE-1
FARIDABAD, HARYANA",129-4017601,accounts@adhyadesigns.com,MUKESH TYAGI,"ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IRON ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,COPPER ARTWARES,IRON ARTWARES,"
360,ADIM INDIA,"MOHALLA FARSHORI TOLA, NEAR IMAM BARA
BADAUN, UTTAR PRADESH",-7838495124,"adim.india@gmail.com,imran_bdn@yahoo.com",SAIRA KHATOON,"BRASS ARTWARES,BRASSWARE,CERAMICS,HORN CRAFTS,IRON ARTWARES,IRON CRAFTS,WOODEN ARTWARES,"
361,ADIS INTERNATIONAL,"1584, M.J.BUILDING BHAGIRATH PALACE
DELHI, DELHI","11-23868610,11-26001607",nalinr004@yahoo.co.in,MR. NALIN KUMAR RASTOGI,
362,ADITI ART EXPORTS,"49, BEHIND MAHESHWARI NIYATI NOHRA MASURIA,
JODHPUR, RAJASTHAN",-8432710787,aditiartexports@gmail.com,MEENAKSHI SHARMA,"HANDICRAFTS,"
363,ADITI ARTS,"26, RAM GANGA VIHAR ENCLAVE, BEHIND SAI MANDIR, KANTH ROAD
MORADABAD, UTTAR PRADESH","591-6535277,591-2511511","tanuj@aditiarts.com,sumit@aditiarts.com",SUMIT TANDON,"ALUMINIUM WARES,BRASSWARE,HANDICRAFTS,IRON CRAFTS,WOODCRAFTS,"
364,ADITI IMPEX,"B-91, L.S.NAGAR,NAYA KHERA,NEAR AMBABARI
JAIPUR, RAJASTHAN",0141-2234018,aditiimpex09@gmail.com,BARKHA TEMANI,"BAGS,BED COVERS,BED SHEETS,CARPET & RUGS,COTTON POUCH,CUSHION & PILLOW COVERS,HANDICRAFTS,HOME FURNISHINGS,PATCHWORK,TABLE RUNNERS,TEXTILES BASED PRODUCTS,BAGS,BED COVERS,BED SHEETS,CARPET & RUGS,COTTON POUCH,CUSHION & PILLOW COVERS,HANDICRAFTS,HOME FURNISHINGS,PATCHWORK,TABLE RUNNERS,TEXTILES BASED PRODUCTS,"
365,ADITRI,"D-166, FIRST FLOOR, KAMLA NAGAR,
DELHI, DELHI",91- 9999998507,paras.jain16@yahoo.com,PARAS JAIN,"JEWELLERY-FASHION,"
366,ADITRI FASHION PRIVATE LIMITED,"88, RANI JHANSI ROAD, MODEL BASTI
DELHI, DELHI",-47027964,paras.jain16@yahoo.com,PARAS JAIN,"JEWELLERY,JEWELLERY BOXES & DECORATIVE PRODUCTS,JEWELLERY- COSTUMES,JEWELLERY- DESIGNER,JEWELLERY- ENAMEL,JEWELLERY- ETHNIC,JEWELLERY- FASHION,JEWELLERY- JUTE,JEWELLERY- LEATHER,JEWELLERY- METAL,JEWELLERY- REPRODUCTION ANTIQUE,"
367,ADITYA ACCESSORIES,"E-76, EPIP SITE-V, KASNA, SURAJPUR INDUSTRIAL AREA,
GREATER NOIDA, UTTAR PRADESH",11-40521700,aditya.sadh@gmail.com,ADITYA SADH,"ACRYLIC SHAWLS,ETHNIC GARMENTS,KNITTED SCARVES & SHAWLS,LADIES GARMENTS,MARINO WOOL, ACRYLIC SHAWLS,SCARVES & TIES,SCARVES, SHAWLS OF SILK,SCARVES.SHAWLS/MUFFLERS/STOLES,SCARVES/SHAWLS/PAREUS,SHAWLS,SHAWLS OF SILK,ACRYLIC SHAWLS,ETHNIC GARMENTS,KNITTED SCARVES & SHAWLS,LADIES GARMENTS,MARINO WOOL, ACRYLIC SHAWLS,SCARVES & TIES,SCARVES, SHAWLS OF SILK,SCARVES.SHAWLS/MUFFLERS/STOLES,SCARVES/SHAWLS/PAREUS,SHAWLS,SHAWLS OF SILK,"
368,ADITYA CORPORATION,"54 PERIANNA MAISTRY STREET PERIAMET
CHENNAI, TAMIL NADU",44-42173839,corporationaditya@gmail.com,MAHESH JAIN,"LEATHER ACCESSORIES,LEATHER ANIMAL,LEATHER BAGS,LEATHER CARPETS,LEATHER CARPETS & RUGS,LEATHER CUSHIONS AND OFFICE UTENSILS,LEATHER FURNITURE,LEATHER GOODS,LEATHER GOODS/ACCESSORIES,LEATHER ACCESSORIES,LEATHER ANIMAL,LEATHER BAGS,LEATHER CARPETS,LEATHER CARPETS & RUGS,LEATHER CUSHIONS AND OFFICE UTENSILS,LEATHER FURNITURE,LEATHER GOODS,LEATHER GOODS/ACCESSORIES,LEATHER ACCESSORIES,LEATHER ANIMAL,LEATHER BAGS,LEATHER CARPETS,LEATHER CARPETS & RUGS,LEATHER CUSHIONS AND OFFICE UTENSILS,LEATHER FURNITURE,LEATHER GOODS,LEATHER GOODS/ACCESSORIES,"
369,ADITYA ENTERPRISES,"327-A, 3RD FLOOR,A-1 BLDG., SHAH & NAHAR,LOWER PAREL,
MUMBAI, MAHARASHTRA","22-24926583,22-24933448",adityaent@hotmail.com,MRS. BINDU R. MEHTA,
370,ADITYA ENTERPRISES,"GROUND FLOOR, 1/1011, VASUNDHRA,
GHAZIABAD, UTTAR PRADESH",,0exportdelhi2018@gmail.com,YASH KUMAR SRIVASTAV,"ALUMINIUM ARTWARES,CEREMONIAL ITEMS,CEREMONIAL ITEMS,GLASS DECORATIVE,HAND EMBROIDERED GARMENTS,HAND EMBROIDERED GARMENTS,HAND EMBROIDERED GARMENTS,HANDICRAFTS ITEMS,HANDICRAFTS ITEMS,WOODEN HANDICRAFTS PHOTO FRAMES,"
371,ADITYA ENTERPRISES,"1815, WAZIR SINGH STREET, CHUNA MANDI, PAHARGANJ
NEW DELHI, DELHI",011-23589947,keshavdutt1957@gmail.com,KESHAV DUTT,"ANIMAL FIGURES,BAGS,BRASS ARTWARES,CURTAINS,CUSHION COVERS,DECORATIVE & JEWELLERY BOXES,DINNER WARE/GLASSES & MUGS,HANDICRAFTS ITEMS,HANDLOOM-FABRICS & PRODUCTS,IRON ARTWARES,LEATHER ANIMAL,ANIMAL FIGURES,BAGS,BRASS ARTWARES,CURTAINS,CUSHION COVERS,DECORATIVE & JEWELLERY BOXES,DINNER WARE/GLASSES & MUGS,HANDICRAFTS ITEMS,HANDLOOM-FABRICS & PRODUCTS,IRON ARTWARES,LEATHER ANIMAL,WOODEN IRON HANDICRAFT"
372,ADITYA EXPORTS,"175/4879, 2ND FLOOR, PANTNAGAR, GHATKOPAR EAST,
MUMBAI, MAHARASHTRA",22-25145100,trade@adityaexports.net,CHAITALI R. GANDHI,"JEWELLERY-FASHION,TEXTILE CRAFTS,"
373,ADITYA EXPORTS,"CHAURAHA GALI, NEAR CHAURAHA MANDIR, BARTAN BAZAR
MORADABAD, UTTAR PRADESH",,adityaexports11014@gmail.com,DEEPAK KUMAR,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
374,ADITYA EXPORTS,"91/1, BLOCK-A,BANGUR AVENUE
KOLKATA, WEST BENGAL",033-25741561,info.adityaexports@yahoo.com,RITU DHARAR,"ARTIFICIAL FLOWERS,DRIED FLOWERS,HANDICRAFTS,"
375,ADITYA EXPORTS,"KHASRA NO.1087/740, BEHIND KRISHNA DHARMKANTA, BASNI, II PHASE,
JODHPUR, RAJASTHAN","291-2748175,291-2622266",cc123@sify.com,MR. USHA JHANWAR,"HANDICRAFTS,"
376,ADITYA HANDICRAFTS,"F-199, M.I.A. BASNI, 2ND PHASE,
JODHPUR, RAJASTHAN","291-2741597,291-2748354",info@adityahandicrafts.com,SUSHIL KUMAR BANSAL,"GLASSWARE,HANDICRAFTS,IRON CRAFTS,WOODCRAFTS,"
377,ADITYA INDUSTRIES,"3/16, KALPANA TOWER, FLAT NO.903
KANPUR, UTTAR PRADESH",-9742114141,yashunandansureka@gmail.com,YASHUNANDAN SUREKA,"CURTAINS,CUSHIONS,"
378,ADITYA INTERNATIONAL,"107/A-6, BEHIND JAIL, ASHOK NAGAR,
MORADABAD, UTTAR PRADESH",591-2413395,adityainternational@sancharnet.in,SANGEETA,"ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,IRON ARTWARES,STAINLESS STEEL ARTICLES ,WOODEN ARTWARES,ALUMINIUM ARTWARES,BRASS ARTWARES,GLASSWARE,IRON ARTWARES,STAINLESS STEEL ARTICLES ,WOODEN ARTWARES,"
379,ADITYA RETAIL,"3/16, KALPANA TOWER,FLAT NO. 903
KANPUR, UTTAR PRADESH",-9984449284,raghu.sureka@gmail.com,RAGHUNANDAN SUREKA,"BAGS (COTTON),BAGS (JUTE),COTTON POUCH,CUSHION COVERS,CUSHIONS,"
380,ADIVA INTERNATIONAL,"E-65, SECTOR-6,NOIDA
GAUTAM BUDH NAGAR, UTTAR PRADESH",,"priyanka@adiva-int.in,ragini@adiva-int.in",MRS. PRIYANKA SINGH,"ACCESSORIES FOR CURTAINS,HANDICRAFTS,SCARVES & TIES,"
381,ADIVASI YUVA SEVA SANGH,"AYUSH, ADIVASI YUVA SHAKTI, WAGHADI, POST KASA, TALUKA DAHANU, DIST PALGHAR
THANE, MAHARASHTRA",-9246361249,"ayush@adiyuva.in,info@warli.in",SACHIN SATVI,"CANE & BAMBOO HANDICRAFTS,HANDICRAFTS,HANDICRAFTS ITEMS,LESSER KNOWN HANDICRAFTS,OTHER INDIAN HANDICAFTS,PAINTINGS,PAINTINGS - ORIGINAL,PAINTINGS-ORIGINAL,WOODEN HANDICRAFTS PHOTO FRAMES,CANE & BAMBOO HANDICRAFTS,HANDICRAFTS,HANDICRAFTS ITEMS,LESSER KNOWN HANDICRAFTS,OTHER INDIAN HANDICAFTS,PAINTINGS,PAINTINGS - ORIGINAL,PAINTINGS-ORIGINAL,WOODEN HANDICRAFTS PHOTO FRAMES,WARLI PAINTING"
382,ADMIRE EXPORTS INTERNATIONAL,"42F/6, RAFATPURA,
MORADABAD, UTTAR PRADESH",,shah.admireexports@gmail.com,MOHAMMAD IRSHAD,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,ALUMINIUM WARES,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOODCRAFTS,"
383,ADNANI EXPORTS LIMITED,"3, DADI MANSION, IST FLOOR BEHIND METRO CINEMA,
MUMBAI, MAHARASHTRA","22-22033464,22-22033466,22-22033468",adnani@adnaniexports.com,MENGHRAJ ADNANI,"TEXTILE CRAFTS,MADE-UPS"
384,ADONIS INTERNATIONAL LTD.,"112, SEC-29, HUDA INDUSTRIALESTATE,
PANIPAT, HARYANA",180-2662004,"adonis@hub.nic.in,adonis@nic.in",MR. VIVEK GUPTA,
385,ADORE,"592-A, BEES DUKAN, ADARSH NAGAR,
JAIPUR, RAJASTHAN","141-2372993,141-2601274,141-4044964","jewelsadore@gmail.com,adoe@hotmail.com",SANDEEP JAIN,"JEWELLERY- METAL,LESSER KNOWN HANDICRAFTS,GOLD/SILVER JEWELRY, PRECIOUS & SEMI PRECIOUS STONES"
386,ADORNTEX,"B-101,1ST FLOOR, SECTOR-65
NOIDA, UTTAR PRADESH",120-4226710,ashok_meher@adorntex.com,ASHOK MEHER,"APRON,BAGS,BATH MATS,BED LINEN,BLANKETS,CURTAINS,CUSHIONS & COVERS,SCARVES.SHAWLS/MUFFLERS/STOLES,TABLE LINEN,TABLEWARE,"
387,ADPC & SONS EXPORTS PRIVATE LTD.,"H-79,LGF, KALKAJI
NEW DELHI, DELHI",,office@colourful-india.net,RAM TIRATH KAUSHAL,"HANDICRAFTS ITEMS,"
388,ADRITA SARKAR,"J 1407, BRIGADE METROPOLIS, MAHADEVPURA, WHITEFIELD
BANGALORE, KARNATAKA",9743-999820,minimalindianhome@gmail.com,ADRITA SARKAR,"CUSHION COVERS,FRAMES,GIFTS & HOME DECOR,HANDMADE PAPER PRODUCTS,HOME FURNISHING,HOME TEXTILES,TABLEWARE - STONEWARE,WALL DECOR,"
389,ADROIT ART,"89/4A,OPP. POLICE LINE MAIN GATE, LOCO ROAD RATANADA, NEAR MADHU HOSPITAL
JODHPUR, RAJASTHAN",291-2513013,adroitrashmi@gmail.com,RASHMI SONI,"CANDLES,EMBROIDERY ,HANDICRAFTS ITEMS,IRON ARTWARES,IRON CRAFTS,MURALS,ORIENTAL PAINTINGS,PAINTINGS,PAINTINGS - ORIGINAL,CANDLES,EMBROIDERY ,HANDICRAFTS ITEMS,IRON ARTWARES,IRON CRAFTS,MURALS,ORIENTAL PAINTINGS,PAINTINGS,PAINTINGS - ORIGINAL,"
390,ADVAIT EXPORTS,"10,PARK AVENUE,MAHARANI BAGH
NEW DELHI, DELHI",,advaitgujral@gmail.com,ADVAIT GUJRAL,"BAGS,HANDICRAFTS,"
391,ADVANCE CRAFT,"38/02, BAGH CHHINGAMAL, AGRA GATE
FIROZABAD, UTTAR PRADESH",-8279847729,info@advancecraft.in,ANURAG GARG,"BRASSWARE,CANDLE HOLDERS,CANDLE STAND,CANDLE, VOTIVES & T-LITES,COPPER ARTWARES,GLASS - DECORATIVE,GLASS X-MAS TREE DECORATIONS,GLASSWARE,HANDICRAFTS ITEMS,IRON ARTWARES,"
392,ADVANT MEDIACOM PRIVATE LIMITED,"I-68, GROUND FLOOR, LAJPAT NAGAR-II,
NEW DELHI, DELHI",11-41721239,manmeet@indiameetsindia.org,MANMEET SINGH,"BAGS (JUTE),CERAMICS,JEWELLERY,METALWARE,PAPER PRODUCTS,"
393,ADVANTECH HANDICRAFTS,"11/15,SITE 4,SAHIBABAD
GHAZIABAD, UTTAR PRADESH",11-22003342,ankit2glow@gmail.com,ANKIT ADVANI,"GLASSWARE,METALWARE,WOODEN ARTWARES,GLASSWARE,METALWARE,WOODEN ARTWARES,GLASSWARE,METALWARE,WOODEN ARTWARES,GLASSWARE,METALWARE,WOODEN ARTWARES,"
394,ADVHI EXPORTS,"63, MUKESHWARA KURPA, NEAR NATIONAL CONVENT, S NIJALINGAPPA LAYOUT
DAVANGERE, KARNATAKA",-9880827928,advhiexports@gmail.com,DARSHAN JP,"HANDICRAFTS ITEMS,"
395,ADVIK FABRIC PVT LTD,"G-46, SECTOR-56,
NOIDA, UTTAR PRADESH",,virat@hawkeyesindia.com,VIRAT KUMAR,"BAGS,HOME FURNISHING,SCARVES,BAGS,HOME FURNISHING,SCARVES,BAGS,HOME FURNISHING,SCARVES,GARMENTS"
396,ADVIKA GLITTERING TREASURES,"N-243, GREATER KAILASH-1, 3RD FLOOR
NEW DELHI, DELHI",011-29242050,"info.advikka@gmail.com,bamail2017@gmail.com",NAMRATA AWASTHI,"BEADS,BEADS & EMBLEMS,COPPER ARTWARES,COPPERWARE,DECORATIVE OBJECTS,ENAMEL DECORATIVE,JEWELLERY- DESIGNER,JEWELLERY- ENAMEL,JEWELLERY- METAL,JEWELLERY- SILVER,"
397,AEC OFFSHORE TRADING PVT. LTD.,"NO.21/5, OPPO MANASA THEATRE, VASANTHAPURA CROSS, KANAKAPURA ROAD,
BANGALORE, KARNATAKA",80-43471999,"harish@aecoffshore.com,export@aecoffshore.com",HARISH CLOSEPET,"JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,JUTE PRODUCTS,PAPER DECORATIONS,TEXTILE CRAFTS,HOBBY ARTICLES"
398,AEE OVERSEAS,"A-38 SECTOR-58, NOIDA
GAUTAM BUDH NAGAR, UTTAR PRADESH",120-4264638,operations@aeegroup.in,COL(RETD) D V MALIK,"ALL SORTS OF ACCESSORIES ,LEATHER ACCESSORIES,ALL SORTS OF ACCESSORIES ,LEATHER ACCESSORIES,ALL SORTS OF ACCESSORIES ,LEATHER ACCESSORIES,CARRYING SOLUTION OF HAND HELD RADIO AND TABLE TOP ITEMS"
399,AEI TECHNOLOGIES,"1 UDYOGPURAM BEHIND JP RESORT DELHI ROAD
MEERUT, UTTAR PRADESH",0121-2440220,t.jain@displayracks.in,TUSHAR JAIN,"ANTIQUE FURNITURE,FURNITURE- INDUSTRIAL, CONTEMPORARY, OLD TRADITIONAL,FURNITURE- METAL/IRON,FURNITURE-COLONIAL,ANTIQUE FURNITURE,FURNITURE- INDUSTRIAL, CONTEMPORARY, OLD TRADITIONAL,FURNITURE- METAL/IRON,FURNITURE-COLONIAL,ANTIQUE FURNITURE,FURNITURE- INDUSTRIAL, CONTEMPORARY, OLD TRADITIONAL,FURNITURE- METAL/IRON,FURNITURE-COLONIAL,"
400,AEON OVERSEAS,"D-14/07, FIRST FLOOR, THE PRESIDENCY, ARDEE CITY, SECTOR-52
GURGAON, HARYANA","1274-254155,1274-325977",aeon@aeonoverseas.com,RUBY SACHDEVA,"BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),BAGS - HANDMADE PAPER,BAGS (PAPER),"
401,AESHAANE,"NO. 12, RATHINAM NAGAR, TIRUVANMIYUR,
CHENNAI, TAMIL NADU","44-24486244,44-42836707",neeshaamrish@gmail.com,NEESHA AMRISH MEHTA,"SCARVES,STOLES,SCARVES,STOLES,SCARVES,STOLES,SCARVES,STOLES,SCARVES,STOLES,SILK"
402,AESTHETIC HOMES,"E-4,SITE-4, UPSIDC,NOIDA
GAUTAM BUDH NAGAR, UTTAR PRADESH","11-65091149,11-26022065",aman.singhal@outlook.com,AMAN SINGHAL,"HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,HANDICRAFTS,"
403,AESTHETIC LIVING MERCHANTS PVT. LTD.,"PLOT NO.36, PACE CITY-1, SECTOR-37,
GURGAON, HARYANA",124-4085007,"nitin@abia.in,shipping@abia.in",NITIN JAIN,"HANDICRAFTS,"
404,AESTHETICS,"UNIT NO. 11, SHREE INDUSTRIAL ESTATE, 2ND HASANABAD LANE, SANTACRUZ(W),
MUMBAI, MAHARASHTRA",22-26054586,diptimunim@hotmail.com,MS. DIPTI MUNIM,"FURNITURE-DECORATIVE,HANDICRAFTS,INDIA ITEMS,"
405,AESTHETICS INTERNATIONAL,"219, GROUND FLOOR, AVTAR ENCLAVE, PASCHIM VIHAR,
NEW DELHI, DELHI",11-45587009,aesthetics04@gmail.com,ROHIT SINDHWANI,"HANDICRAFTS,SCARVES/SHAWLS/PAREUS/GLOVES,"
406,AFFAN OVERSEAS,"NEAR AISHA PUBLIC SCHOOL, BHATTI STREET
MORADABAD, UTTAR PRADESH",,affanoverseas763@gmail.com,MOHAMMAD AZAM,"ALUMINIUM WARE,BRASSWARE,COPPERWARE,GLASSWARE,IRON CRAFTS,WOOD CRAFTS,"
407,AFIFA IMPEX,"KISROL,BISCUIT WALAN,
MORADABAD, UTTAR PRADESH",91-591,afifa_impex@yahoo.co.in,ZAHEER ALAM,"HANDICRAFTS,"
408,AFTAB SONS,"MUGHALPURA 1ST, TILE WALI MASJID,
MORADABAD, UTTAR PRADESH","591-2312591,591-2494268",info@aftabsons.com,MOAZZAM HUSSAIN,"ALUMINIUM WARES,BRASSWARE,COPPERWARE,EPNS WARE,HANDICRAFTS,IRON CRAFTS,"
409,AG MERCHANDISING CO. P.LTD.,"2, SIRI FORT ROAD, BASEMENT,
NEW DELHI, DELHI",11-26250621,agmcrugs@vsnl.com,K. K. GANJOO,"HANDICRAFTS,"
410,AGAAS ENTERPRISES,"185, TAGORE PARK,
DELHI, DELHI",-9873821965,agaasenterprises@gmail.com,GULERANA KHAN,"ALL SORTS OF ACCESSORIES ,ALUMINIUM ARTWARES,BONE HANDICRAFTS,BRASSWARE,COPPER ARTWARES,EPNS WARE,HANDICRAFTS ITEMS,IMITATION/ARTIFICIAL JEWELLERY,MARBLE & STONE FIGURINES,WOODEN GIFTS,"
411,AGAM OVERSEAS,"1595, IST FLOOR, HATHI KHANA, AZAD MARKET
DELHI, DELHI",11-23679850,agamoverseas@gmail.com,GURPREET SINGH,"HANDICRAFTS,INDIA ITEMS,"
412,AGARWAL BRASS EXPORT,"RADHA KRISHNA COMPLEX, NEAR PRABHAT MARKET, OLD RAMPUR ROAD
MORADABAD, UTTAR PRADESH",,agarwalbrassexport@gmail.com,MANISHA AGARWAL,"GIFTS & HOME DECOR,HOME LIGHTING & FIXTURES,LAMPS,"
413,AGARWAL BROTHER,"A-253, SHASTRI NAGAR,
JODHPUR, RAJASTHAN","291-2741949,291-2433731",kbartsncrafts@gmail.com,VIJAY AGARWAL,"IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,IRON CRAFTS,WOODCRAFTS,"
414,AGARWAL ENTERPRISES,"PLOT NO.11, KHASRA NO.77, SALAWAS,
JODHPUR, RAJASTHAN",291-2756314,ashokgupta138@gmail.com,ASHOK GUPTA,"FURNITURE,FURNITURE- COLONIAL,FURNITURE- DECORATIVE,FURNITURE- METAL/IRON,FURNITURE- WOODEN,LEATHER FURNITURE,IRON FURNITURE, MADE-UPS,"
415,AGARWAL EXPORTS,"PLOT NO. 4, DILIP NAGAR, LAL SAGAR,
JODHPUR, RAJASTHAN",,shyambishnoi@gmail.com,SHYAM BISHNOI,"HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,HANDICRAFTS,IRON ARTWARES,WOODEN ARTWARES,"
416,AGARWAL EXPORTS,"210, MADHUPURA COMMERCIAL CENTRE, OUTSIDE DELHI GATE
AHMEDABAD, GUJARAT",79-22131735,gopalb3802@gmail.com,LALITA GOPAL AGARWAL,"HANDICRAFTS,"
417,AGARWAL EXPORTS,"OLD NO.34-A, NEW NO.25-A, JAWAHAR NAGAR SAIBABA COLONY,
COIMBATORE, TAMIL NADU",422-2300925,"agarwalexportsindia@gmail.com,kumarmetalplast",RAMESH KUMAR AGARWAL,"DECORATIVE ITEMS,IRON CRAFTS,JUTE FLOORINGS & DOOR MATS,JUTE PRODUCTS,PAINTINGS,WOOD CARVINGS,DECORATIVE ITEMS,IRON CRAFTS,JUTE FLOORINGS & DOOR MATS,JUTE PRODUCTS,PAINTINGS,WOOD CARVINGS,DECORATIVE ITEMS,IRON CRAFTS,JUTE FLOORINGS & DOOR MATS,JUTE PRODUCTS,PAINTINGS,WOOD CARVINGS,"
